grid_id,acronym
grid.438361.b,EUCETSA
grid.438374.f,GII
grid.438376.d,GCI
grid.438380.4,Μ.Γ.Φ.Ι.
grid.438384.0,HCST
grid.438389.d,ÖGUT
grid.438396.3,IET
grid.438396.3,STE
grid.438399.c,IASO
grid.438404.f,JIIS
grid.438404.f,JIPR
grid.438406.d,IFZZ
grid.438413.9,SDWF
grid.438414.e,MAGB
grid.438416.c,MTC
grid.438423.a,TAGES
grid.438427.e,ZonMw
grid.438432.a,SIRS
grid.438441.e,TOARC
grid.438444.b,OSJCT
grid.438445.a,TPRC
grid.438453.d,NOTA
grid.438462.f,PRB
grid.438463.e,IFN
grid.438464.9,SGSP
grid.438467.a,RNID
grid.438481.2,TGM WRI
grid.438481.2,VÚV TGM
grid.438487.4,SFA
grid.438490.2,SIAT
grid.438495.7,TTW
grid.438497.5,MPA
grid.438499.b,TMSC
grid.438517.c,TAYOA
grid.438521.9,NGU
grid.438536.f,FSVO
grid.438541.f,RRPCEM
grid.438541.f,BRIEM
grid.438573.e,TNCC
grid.438578.5,TBP
grid.438580.2,TSP
grid.438594.7,TCI
grid.438595.6,ONDRAF
grid.438595.6,NIRAS
grid.438597.4,TEC
grid.438602.b,NCRA
grid.438616.e,TEA
grid.438620.b,OIR
grid.438625.e,CWC
grid.438631.b,TvU
grid.438634.e,TDOE
grid.438635.f,TVC
grid.438636.c,TWU
grid.438637.d,BCTQ
grid.438639.3,TRCC
grid.438641.c,TVO
grid.438642.f,AMS
grid.438652.e,TUC
grid.438656.a,SAS
grid.438660.f,TEPSA
grid.438670.e,TSG
grid.438675.b,TCC
grid.438677.9,TFRI
grid.438680.1,DSI
grid.438686.7,TTSD
grid.438693.3,TII
grid.438698.8,HITSA
grid.438698.8,ITFE
grid.438706.e,TI
grid.438708.0,TPAN
grid.438715.c,GSRT
grid.438725.f,TST
grid.438729.3,TCID
grid.438732.9,AUG
grid.438733.8,TRS
grid.438736.d,THECB
grid.438743.f,SBHE
grid.438743.f,NDSBHE
grid.438754.9,TRI
grid.438805.2,TRINITI
grid.438807.0,UIL
grid.438810.6,TCC
grid.438812.4,UIMM
grid.438813.5,TPI
grid.438820.5,TREDIT
grid.438827.2,UKERC 
grid.438831.5,RPI
grid.438832.6,UNIK
grid.438833.7,USRIEP
grid.438834.0,UkrSCES
grid.438841.2,AIU
grid.438842.1,UST
grid.438843.0,TUSD
grid.438844.7,SETBIR
grid.438846.5,DonNU
grid.438848.b,THCI
grid.438849.a,TCC
grid.438850.2,ISI AS CR
grid.438850.2,ÚPT AV ČR
grid.438852.0,ÚTAM AV ČR
grid.438852.0,ITAM AS CR
grid.438853.1,UND
grid.438858.a,MHI
grid.438859.b,SMS
grid.438865.4,TTMD
grid.438867.6,TTGV
grid.438873.3,ISM
grid.438874.4,TPG
grid.438876.6,DGS
grid.438882.d,UNG
grid.438894.a,MAL
grid.438895.b,UIRS
grid.438897.9,FM
grid.438899.7,VDDI
grid.438901.7,UMK
grid.438906.0,UHU
grid.438914.3,VBI
grid.438927.3,UNIMED
grid.438934.1,UCC
grid.438937.2,VDMA 
grid.438939.c,VDAB
grid.438940.2,UBC
grid.438941.3,IUR
grid.438943.1,UTAC
grid.438960.0,VÚZ – PI SR
grid.438969.9,WCPC
grid.438974.5,UB
grid.438979.8,NMI-VSL
grid.438980.e,VDC
grid.438982.c,UHC
grid.438984.a,VJAS
grid.438987.9,VWCC
grid.438991.e,WRI
grid.439000.e,WVC
grid.439001.f,WVHS
grid.439006.8,GKV
grid.439014.b,VDW
grid.439015.a,USCi
grid.439016.9,WITCC
grid.439016.9,WIT
grid.439020.c,IB PAS
grid.439021.d,AHEC West
grid.439028.4,TTZ
grid.439031.c,WPCC
grid.439035.8,VÖZ
grid.439036.b,WSR
grid.439047.d,WL
grid.439052.9,WAPMERR
grid.439054.f,VERTIC
grid.439056.d,WHO
grid.439056.d,WHO Zambia
grid.439063.b,VCB
grid.439064.c,WWF
grid.439066.e,Wfk
grid.439071.8,WWC
grid.439088.e,VCPS
grid.439097.0,WAJ
grid.439098.f,WET
grid.439099.e,VHLA
grid.439104.b,WIV
grid.439105.a,NVCC
grid.439106.9,vf
grid.439107.8,VIS
grid.439115.b,WCF
grid.439118.6,WCC
grid.439126.b,VHIF
grid.439127.a,VAHS
grid.439137.b,WIFI
grid.439141.a,WBU
grid.439142.9,WSC
grid.439150.a,WCMC
grid.439152.8,VPRI
grid.439164.d,WIC
grid.439167.e,SEMIDE
grid.439167.e,EMWIS
grid.439175.d,XDS
grid.439177.f,YAT
grid.439178.0,YTC
grid.439181.6,WR
grid.439185.2,WUSD
grid.439195.3,ZENIT
grid.439196.0,YDI
grid.439197.1,ZREU
grid.439198.e,VBHCS
grid.439200.c,VOA
grid.439201.d,YR Media
grid.439204.8,YSP
grid.439211.c,YCCD
grid.439219.4,MEHT
grid.439241.9,YES
grid.439243.b,WVDE
grid.439253.a,ZMKB
grid.439258.1,ZEUS
grid.439263.9,NLZOH
grid.439272.9,ZACH
grid.439273.8,ZINQAP
grid.439283.7,ZIOC
grid.439294.1,WJE
grid.439300.d,Zi
grid.439310.c,WAR
grid.439317.b,WIG
grid.439319.5,WIN
grid.439321.e,WRDC
grid.439323.c,WISE NL
grid.439325.a,CMH
grid.439326.9,ACW
grid.439329.6,WHIWH
grid.439332.c,RMC
grid.439339.7,WHRI
grid.439340.9,TWTC
grid.439341.8,WUHSMS
grid.439342.b,RNTNEH
grid.439351.9,HHFT
grid.439360.b,WEA
grid.439367.c,NWAS
grid.439374.e,NDHT
grid.439385.0,OCH
grid.439418.3,AWP
grid.439450.f,SWLSTG
grid.439490.3,QVH
grid.439507.c,HCH
grid.439572.e,HCT
grid.439576.a,DBTH
grid.439606.e,TEWV
grid.439634.f,HTD
grid.439639.2,HRCH
grid.439644.8,EMAS
grid.439650.d,EEAST
grid.439673.c,RLHIM
grid.439684.4,WCHT
grid.439687.7,NEECH
grid.439700.9,WLMHT
grid.439733.9,WEH
grid.439737.d,LCFT
grid.439749.4,UCH
grid.439762.d,FMH
grid.439764.b,CLCH
grid.439787.6,UHL
grid.439793.3,LCH
grid.439800.6,LAS
grid.439803.5,LNWH
grid.439813.4,MTW
grid.439893.c,QVM
grid.439906.1,YAS
grid.439910.6,AAPS
grid.439918.e,ACAD
grid.439920.5,CBMH
grid.439920.5,BCHM
grid.439922.7,ACELF
grid.439923.6,CLA
grid.439923.6,ACL
grid.439931.5,ACSALF
grid.439934.0,LCHS
grid.439935.1,IHAF
grid.439938.c,ICS
grid.439940.3,ADQ
grid.439941.2,ACQL
grid.439941.2,ALCQ
grid.439944.7,IPAC
grid.439945.6,ICCS
grid.439946.5,CCA
grid.439946.5,ACC
grid.439948.b,NRBHSS
grid.439949.a,CATR 
grid.439949.a,ACRT 
grid.439951.3,KAG
grid.439953.1,CNIE
grid.439953.1,RCIE
grid.439957.5,CCCR
grid.439959.b,BAL
grid.439960.1,CCPA
grid.439961.0,AASSC
grid.439962.3,CCSA
grid.439962.3,CCLT
grid.439963.2,CCA
grid.439965.4,SCSE
grid.439968.9,ACA 
grid.439970.0,ACCUTE
grid.439974.4,ACMLA
grid.439975.5,CSDH
grid.439975.5,SCHN
grid.439975.5,SDH
grid.439976.6,AUCC
grid.439977.7,SSS
grid.439978.8,ADMEE
grid.439979.9,MNC
grid.439980.f,SSAC
grid.439980.f,SÉAC
grid.439981.e,MiHR
grid.439982.d,SSEA
grid.439985.a,BIC
grid.439986.9,BQFNC
grid.439988.7,CCIL
grid.439988.7,CCDI
grid.439990.e,CCSD
grid.439992.c,ACCP
grid.439992.c,CCPA
grid.439996.8,NCS
grid.439997.9,BSC
grid.439997.9,SbC
grid.439998.6,CFI
grid.439999.7,CLLN
grid.440001.1,CCJA
grid.440001.1,ACJP
grid.440002.2,WI
grid.440004.4,CEA
grid.440005.5,CAES
grid.440007.7,CASCA
grid.440010.1,USB
grid.440012.3,UAAC
grid.440012.3,AAUC
grid.440013.2,NWAC
grid.440015.4,CARC
grid.440020.2,CABE
grid.440021.3,PC-TRIADD
grid.440024.6,CACLALS
grid.440026.4,CAGS
grid.440028.a,CFCJ
grid.440030.3,CHA
grid.440030.3,SHC
grid.440031.2,CALS
grid.440032.1,CFCAS
grid.440033.0,YSB
grid.440034.7,WGSRF
grid.440035.6,MDC
grid.440036.5,CCBR
grid.440037.4,CDRD
grid.440038.b,ACC
grid.440038.b,CCA
grid.440039.a,CIMTEC
grid.440041.5,CASWE
grid.440042.6,CIGI
grid.440043.7,CASC
grid.440044.0,OUC
grid.440045.1,CPDC
grid.440046.2,OCE
grid.440047.3,CIRA
grid.440047.3,ACRI
grid.440048.c,CAANS
grid.440049.d,ICCC
grid.440050.5,CIFAR
grid.440050.5,ICRA
grid.440051.4,CASAE
grid.440051.4,ACÉÉA 
grid.440052.7,CIHM
grid.440053.6,ONC
grid.440054.1,OHS
grid.440056.3,C3E
grid.440057.2,CAG
grid.440058.d,CMU
grid.440059.c,CMA
grid.440061.7,PTRC
grid.440062.4,PSC
grid.440063.5,CNRS
grid.440063.5,SCRN
grid.440064.2,CALJ
grid.440064.2,ACRS
grid.440065.3,PIMS
grid.440066.0,CARL
grid.440068.e,CQDM
grid.440069.f,ACARU
grid.440069.f,CAURA
grid.440070.7,CAG
grid.440072.5,CBS
grid.440073.4,CORS
grid.440074.3,ACPA
grid.440076.1,CPRN
grid.440077.0,CPSA
grid.440078.f,CPA
grid.440081.9,IDIPAZ
grid.440082.a,CRIAW
grid.440082.a,ICREF
grid.440087.f,CSC
grid.440088.0,CBOC
grid.440089.1,CES
grid.440092.b,CAP
grid.440093.a,CCHA
grid.440100.1,HPR
grid.440102.3,FEUQ
grid.440109.8,CAPSA
grid.440110.0,CSIS
grid.440112.2,CSMS
grid.440113.3,RDHM
grid.440115.5,CCD
grid.440119.9,CSHM
grid.440119.9,SCHM
grid.440120.3,CMEC
grid.440121.2,CSSE
grid.440122.1,CSSHE
grid.440128.b,KSBL
grid.440129.a,CEGEP
grid.440130.2,DUC
grid.440133.1,MHATNP St. Naum
grid.440142.7,ESAC
grid.440142.7,ACEE
grid.440145.0,ECW
grid.440150.4,FCD
grid.440152.6,USNH Yokosuka
grid.440154.0,HTAR
grid.440154.0,TAR
grid.440155.1,FSAC
grid.440155.1,ACÉC
grid.440157.3,ACEF
grid.440157.3,FSAC
grid.440162.5,FRQSC
grid.440164.3,CSPH
grid.440196.e,SWFT
grid.440200.2,ADRZ
grid.440205.7,ADFH
grid.440225.5,CHEDV
grid.440229.9,IMPH
grid.440233.2,MGH
grid.440236.7,PMCH
grid.440259.e,NGH
grid.440261.5,HCH
grid.440262.6,NHC
grid.440269.d,PMAH
grid.440279.c,AKK
grid.440297.c,BAO
grid.440303.0,FOED
grid.440304.7,GOAT
grid.440306.5,HAO
grid.440310.2,CVAS
grid.440311.3,SAk
grid.440314.6,HHO
grid.440315.7,IGH
grid.440318.a,LIGO
grid.440319.b,RACAB
grid.440321.0,LHO
grid.440324.5,OAM
grid.440325.4,MSO
grid.440326.7,PEST
grid.440329.8,MWO
grid.440335.5,OFXB
grid.440342.5,SFI
grid.440343.4,TUG
grid.440354.2,USNO
grid.440355.3,ROE
grid.440357.1,ARO
grid.440359.f,OALM
grid.440360.5,OLASU
grid.440361.4,MAO
grid.440363.6,AVO
grid.440366.3,CHAR
grid.440367.2,CHBA
grid.440368.d,CTU
grid.440369.c,ESO
grid.440370.4,KYU
grid.440372.6,MCUT
grid.440374.0,MUST
grid.440376.2,CHT
grid.440378.c,ALPO
grid.440384.f,FHF
grid.440390.a,BSBO
grid.440392.8,LCO
grid.440393.9,NPU
grid.440394.e,CSO
grid.440397.d,CMRU
grid.440398.2,CFHT
grid.440403.7,RMUTT
grid.440405.1,NDU
grid.440406.2,TSU
grid.440409.d,ALMA
grid.440412.7,LEU
grid.440414.1,AGU
grid.440418.d,MAT
grid.440422.4,UIAM
grid.440422.4,IIUM
grid.440426.0,BU
grid.440428.e,EUL
grid.440429.f,IAU
grid.440430.7,GSU
grid.440433.4,FCO
grid.440434.3,THO
grid.440437.0,HKU
grid.440438.f,KUKTEM
grid.440438.f,UMP
grid.440439.e,UniKL
grid.440441.1,UACH
grid.440442.2,UABJO
grid.440445.5,UTM
grid.440446.6,UNACH
grid.440448.8,KBÜ
grid.440449.9,UPBC
grid.440450.1,OHP
grid.440451.0,UDEM
grid.440456.7,KEU
grid.440458.9,UDLAP
grid.440460.2,OCA
grid.440461.3,MUST
grid.440462.0,MSGSU
grid.440465.7,SZU
grid.440469.b,UTAA
grid.440473.0,UBMA
grid.440476.5,OMP
grid.440478.b,KIU
grid.440482.e,UCD
grid.440485.9,UTN
grid.440487.b,UH1
grid.440491.c,UNLPAM
grid.440493.e,UNSE
grid.440496.b,UTDT
grid.440497.a,UNER
grid.440498.5,MU
grid.440499.4,UNRN
grid.440500.5,KUG
grid.440501.4,PTU
grid.440503.6,TLS
grid.440504.1,OUMNH
grid.440505.0,BITD
grid.440505.0,DUET
grid.440507.2,BelSUT
grid.440507.2,БелГУТ
grid.440508.d,SOCIB
grid.440514.0,STScI
grid.440516.2,tUL
grid.440517.3,UGMLC
grid.440518.c,PXL
grid.440519.d,НУК
grid.440519.d,NUS
grid.440520.7,GUtech
grid.440522.5,AWKUM
grid.440524.3,ChNU
grid.440525.2,UP
grid.440526.1,BUITEMS
grid.440527.0,ARIES
grid.440528.f,USO
grid.440530.6,HU
grid.440531.7,UEH
grid.440532.4,NUPS
grid.440534.2,KIU
grid.440537.1,ХНЕУ
grid.440537.1,KhNUE
grid.440538.e,UAGRM
grid.440540.1,LUMS
grid.440541.0,CTIO
grid.440542.3,KNURE
grid.440544.5,"NTUU ""KPI"""
grid.440544.5,KPI
grid.440545.4,UAB
grid.440546.7,AU
grid.440547.6,UATF
grid.440549.8,UNIFOA
grid.440550.0,BBAU
grid.440552.2,AAUR
grid.440553.3,OAVdA
grid.440554.4,UE
grid.440555.5,UNA
grid.440557.7,ONU
grid.440558.8,UEZO
grid.440559.9,UNIFAP
grid.440561.2,UNIFEI
grid.440561.2,EFEI
grid.440562.1,UOG
grid.440563.0,UNIR
grid.440564.7,UOL
grid.440565.6,UFFS
grid.440566.5,OGC
grid.440567.4,UOM
grid.440568.b,KUSTAR
grid.440569.a,USTB
grid.440570.2,UFT
grid.440575.7,BAO
grid.440576.4,UERN
grid.440577.5,GAO
grid.440578.a,AAUP
grid.440578.a,AAUJ
grid.440579.b,UFRR
grid.440581.c,NUC
grid.440583.e,UNI
grid.440585.8,UFRB
grid.440586.b,DBU
grid.440587.a,UFRA
grid.440588.5,NPU
grid.440588.5,NWPU
grid.440589.4,FEI
grid.440589.4,ESAN
grid.440589.4,FCI
grid.440590.c,GHUCCTS
grid.440591.d,PPU
grid.440592.e,PUCP
grid.440593.f,UNSCH
grid.440594.8,UNAP
grid.440595.9,SU
grid.440596.a,UNILAB
grid.440598.4,UNAMAD
grid.440599.5,AJD
grid.440599.5,JDU
grid.440600.6,UBD
grid.440604.2,UN
grid.440605.3,CapU
grid.440611.6,MNU
grid.440615.2,BSPU
grid.440616.1,UNDT
grid.440617.0,UAI
grid.440619.e,UCEN
grid.440622.6,SDAU
grid.440625.1,UBO
grid.440628.c,GASU
grid.440629.d,UFT
grid.440631.4,UDA
grid.440635.0,SUEP
grid.440639.c,SDU
grid.440641.3,STDU
grid.440645.7,AFEU
grid.440647.5,AHJZU
grid.440648.a,AUST
grid.440649.b,SWUST
grid.440650.3,AHUT
grid.440654.7,BU
grid.440655.6,TYUST
grid.440657.4,TU
grid.440660.0,CSUFT
grid.440664.4,USG
grid.440667.7,IIEST
grid.440668.8,CUST
grid.440669.9,CSUT
grid.440670.1,CUK
grid.440671.0,HKU-SZ
grid.440673.2,CZU
grid.440676.7,MIIGAiK
grid.440677.6,CWU
grid.440678.9,DTU
grid.440678.9,DCE
grid.440682.c,DU
grid.440683.d,НТБ ИРНИТУ
grid.440684.a,TUNL
grid.440687.9,DLNU
grid.440689.7,DNUI
grid.440691.e,GBPUA&T
grid.440692.d,DPU
grid.440693.c,IMU
grid.440694.b,IUAC
grid.440697.8,NCFU
grid.440697.8,СКФУ
grid.440698.7,UCMP
grid.440699.6,MMU
grid.440700.7,NEFU
grid.440701.6,XJTLU
grid.440703.4,ОГУ
grid.440703.4,OSU
grid.440704.3,XAUAT
grid.440705.2,PRSU
grid.440707.0,DLUFL
grid.440708.f,RKMVERI
grid.440710.6,SMVDU
grid.440711.7,ECJTU
grid.440712.4,FJUT
grid.440714.2,GMU
grid.440715.3,PNRPU
grid.440718.e,GDUFS
grid.440719.f,GXUST
grid.440720.5,XUST
grid.440722.7,XUT
grid.440723.6,GUET
grid.440724.1,SUSU
grid.440725.0,GUT
grid.440727.2,XSYU
grid.440728.d,TSTU
grid.440728.d,TICE
grid.440731.5,USM
grid.440733.7,XUAS
grid.440738.c,TUSUR
grid.440739.d,VSUES
grid.440739.d,ВГУЭС
grid.440740.3,HUUC
grid.440742.1,MAKAUT 
grid.440742.1,WBUT
grid.440743.0,NovSU
grid.440744.7,UP
grid.440745.6,UNAIR
grid.440745.6,UA
grid.440746.5,HZU
grid.440749.a,UPEL
grid.440751.3,UNEG
grid.440754.6,IPB
grid.440757.5,NU
grid.440758.a,UNELLEZ
grid.440763.2,YUC
grid.440764.5,UNESR
grid.440765.4,UDZ
grid.440766.7,HSU
grid.440767.6,EIU
grid.440769.8,HBEU
grid.440771.1,HUN
grid.440774.4,HNUE
grid.440776.6,HUE
grid.440778.8,HUAS
grid.440780.f,HUMG
grid.440781.e,HUHST
grid.440782.d,NCIS
grid.440783.c,UAN
grid.440786.9,HSU
grid.440788.7,MUT
grid.440789.6,STU
grid.440791.f,SRTTU
grid.440793.d,UCM
grid.440794.a,USCO
grid.440794.a,ITUSCO
grid.440795.b,HCMIU
grid.440795.b,IU
grid.440796.8,UdeM
grid.440798.6,HU
grid.440801.9,SKUMS
grid.440805.d,VUI
grid.440806.e,UNIKIS
grid.440807.f,UPHL
grid.440808.0,TLU
grid.440809.1,JGSU
grid.440812.b,NUST
grid.440813.a,KU
grid.440815.c,SLU
grid.440816.f,USJ
grid.440818.1,LNU
grid.440820.a,UVic-UCC
grid.440824.e,LSU
grid.440826.c,UNILU
grid.440830.b,LYNU
grid.440831.a,UCV
grid.440832.9,VIU
grid.440833.8,CIU
grid.440835.e,KOU
grid.440838.3,EUC
grid.440840.c,SUST
grid.440844.8,NUFE
grid.440846.a,OUC
grid.440849.5,IUI
grid.440851.c,NNU
grid.440854.9,SUPA
grid.440855.8,UASD
grid.440857.a,EPN
grid.440858.5,UEA
grid.440859.4,UTM
grid.440860.e,UTPL
grid.440861.f,UTI
grid.440862.c,BUE
grid.440864.a,E-JUST
grid.440865.b,FUE
grid.440867.9,AIU
grid.440871.e,FUT
grid.440874.b,HGU
grid.440875.a,MUST
grid.440877.8,NU
grid.440878.7,HIU
grid.440880.0,IPMU
grid.440885.5,JIU
grid.440889.9,TUFS
grid.440890.1,TUIS
grid.440891.0,IUF
grid.440892.3,LUMSA
grid.440894.5,UNISRITA
grid.440896.7,GJU
grid.440898.9,UC
grid.440899.8,USGM
grid.440899.8,GMU
grid.440900.9,KUT
grid.440905.c,KUAS
grid.440906.f,ANVUR
grid.440907.e,PSL
grid.440908.1,KURRI
grid.440908.1,KURNS
grid.440909.0,KNWU
grid.440910.8,UPVM
grid.440913.b,IUT
grid.440916.e,KazNTU
grid.440918.0,ULCO
grid.440921.a,BHT
grid.440923.8,CU
grid.440924.f,OSU
grid.440925.e,DIU
grid.440929.2,GNTECH
grid.440932.8,HUFS
grid.440937.d,HCU
grid.440940.d,JWU
grid.440941.c,KAU
grid.440942.f,TGU
grid.440943.e,Hsnr
grid.440944.9,KNUE
grid.440945.8,EWU
grid.440948.5,UB
grid.440949.4,OCU
grid.440951.d,KPU
grid.440952.e,UB
grid.440953.f,TKU
grid.440954.8,GU
grid.440956.a,TKU
grid.440957.b,LIKAT
grid.440958.4,KIU
grid.440961.e,SWU
grid.440967.8,THM
grid.440971.f,UFred
grid.440972.c,YU
grid.440973.d,HSD
grid.440975.b,AST
grid.440978.6,UDCI
grid.440980.1,UTH
grid.440981.0,UNACIFOR
grid.440982.3,UACM
grid.440983.2,CEDAC
grid.440984.5,RSU
grid.440988.9,UC
grid.440989.8,"UDLA, A.C."
grid.440993.3,SSU
grid.440996.6,IAP
grid.441000.1,UoR
grid.441002.3,UCW
grid.441003.2,UNID
grid.441004.5,CIU
grid.441005.4,UDA
grid.441008.9,UCSJ
grid.441009.8,UNICAH
grid.441010.0,UNIVDEP
grid.441012.2,UVT
grid.441013.3,UJCV
grid.441018.8,INCAE
grid.441020.3,UDEFA
grid.441021.2,AULA
grid.441022.1,TUI
grid.441023.0,UPNFM
grid.441025.6,CIB
grid.441027.4,UNITEC
grid.441029.a,UAL
grid.441032.0,UVM
grid.441034.6,ITCR
grid.441034.6,TEC
grid.441035.7,"UTech, Ja"
grid.441037.5,NCU
grid.441040.5,UH
grid.441041.4,SIU
grid.441047.2,UIA
grid.441048.d,UPVM
grid.441050.4,USP
grid.441051.5,UNICACH
grid.441053.7,UIN
grid.441054.0,UPChiapas
grid.441055.1,UIC
grid.441058.c,ULP
grid.441064.3,ICAP
grid.441067.0,UVG
grid.441070.6,ULSA
grid.441072.4,UNILA
grid.441075.3,UMA
grid.441075.3,CUMDES
grid.441077.1,UNIMEX
grid.441078.e,UBL
grid.441079.f,UPA
grid.441080.9,UIU
grid.441083.a,UPN
grid.441086.f,HCU
grid.441087.e,UPM
grid.441088.1,UJP
grid.441089.0,UMFK
grid.441094.c,FPU
grid.441097.f,HIU
grid.441098.0,UCC
grid.441099.1,UC
grid.441100.0,UCACIS
grid.441104.4,UN
grid.441107.7,KCU
grid.441108.8,UGF
grid.441111.0,BJU
grid.441115.4,UJAT
grid.441116.7,FHU
grid.441123.1,UCIMED
grid.441124.6,UX
grid.441125.7,UNIBE
grid.441128.a,ULASALLE
grid.441129.b,USAC
grid.441131.2,CUIN
grid.441133.0,UM
grid.441134.7,UNITEC
grid.441135.6,UVR
grid.441136.5,CEU
grid.441146.2,USF
grid.441147.3,UTSV
grid.441154.1,UT
grid.441155.0,UTUR
grid.441156.3,AAU
grid.441158.d,CCU
grid.441162.4,EARTH
grid.441163.5,CU
grid.441167.1,UPCh
grid.441173.4,UDEC
grid.441176.1,AUHS
grid.441177.0,UPZ
grid.441185.d,UQROO
grid.441186.e,DULA
grid.441196.f,UIA
grid.441197.e,WCU
grid.441198.1,UMM
grid.441199.0,ULACIT
grid.441205.6,U-ERRE
grid.441205.6,UR
grid.441212.0,UNLA
grid.441213.1,UACJ
grid.441214.6,UVAQ
grid.441215.7,UCI
grid.441217.5,UPEACE
grid.441218.a,UNVA
grid.441222.3,SNHU
grid.441223.2,USL
grid.441230.0,UNIVA
grid.441233.3,UMAN
grid.441234.4,UNED
grid.441239.9,UPP
grid.441241.6,UAT
grid.441242.5,NU
grid.441243.4,NCU
grid.441245.2,WVU Tech
grid.441250.6,TNU
grid.441251.7,BICU
grid.441252.4,UC
grid.441257.1,MACU
grid.441262.7,UNICA
grid.441267.2,UCATSE
grid.441269.c,CSU
grid.441271.5,URSE
grid.441274.0,UNN
grid.441281.a,UCf
grid.441283.8,USTOM
grid.441284.f,UDG
grid.441291.b,ULSA
grid.441292.8,ILAC
grid.441296.c,LA AU
grid.441296.c,UAM
grid.441298.2,UHO
grid.441299.3,UNICA
grid.441302.0,UCC
grid.441303.1,CUH
grid.441304.6,UHWO
grid.441305.7,UCI
grid.441307.5,UCP JLC
grid.441310.3,ULAM
grid.441313.0,UdeM
grid.441317.4,JFKU
grid.441322.2,UArtes
grid.441328.8,UAPN
grid.441331.0,UCPEJV
grid.441335.4,UNIVAC
grid.441344.2,NCU
grid.441345.3,UNI
grid.441346.0,UNAH
grid.441348.e,JWU
grid.441350.7,UCI
grid.441357.0,UPOLI
grid.441365.1,UAD
grid.441370.5,IU
grid.441370.5,CCHS
grid.441371.4,UNES
grid.441372.7,URACCAN
grid.441373.6,WGU
grid.441374.1,IEU
grid.441378.d,GGU
grid.441379.c,IUTH
grid.441383.9,UBJ
grid.441385.f,UNEVE
grid.441389.3,UAIS
grid.441390.b,UPR
grid.441391.a,CEUX
grid.441392.9,SVU
grid.441396.d,UDELAS
grid.441397.c,UG
grid.441399.2,UNACHI
grid.441400.5,UNISS
grid.441403.6,CUNOC
grid.441404.1,FSU-Panama
grid.441405.0,UC
grid.441407.2,UNEDL
grid.441410.4,UNIPUEBLA
grid.441411.5,UNIDES
grid.441413.7,UVP
grid.441414.0,UAG
grid.441427.0,UCP FVM
grid.441428.f,UPAEP
grid.441430.6,UNNATEC
grid.441436.0,UNAD
grid.441439.f,UMAR
grid.441442.3,UAFAM
grid.441446.7,AUSB
grid.441447.6,UCATECI
grid.441447.6,UTECI
grid.441449.8,UCNE
grid.441451.1,UCE
grid.441455.5,UCO
grid.441456.6,UIP
grid.441458.8,ISA
grid.441460.3,PUCMM
grid.441462.1,UNE
grid.441465.6,UAPA
grid.441466.5,AUS
grid.441472.0,ITU
grid.441473.1,UEWM
grid.441475.7,UNEV
grid.441476.4,UTESA
grid.441477.5,UNUM
grid.441480.d,ISFODOSU
grid.441483.e,UAT
grid.441484.9,INTEC
grid.441486.b,UNAPEC
grid.441489.4,UAAAN
grid.441490.c,UCSD
grid.441492.e,UAdeC
grid.441497.b,ULACIT
grid.441497.b,ULACIT-LIU
grid.441501.5,UNICDA
grid.441501.5,ICDA
grid.441502.6,UMIP
grid.441506.2,UFHEC
grid.441507.3,UNICA
grid.441508.c,UNPHU
grid.441509.d,UTP
grid.441515.0,USC
grid.441517.2,UNICH
grid.441520.6,UNIS
grid.441522.4,UM
grid.441524.2,UFM
grid.441526.0,UMG
grid.441530.7,UIEM
grid.441531.6,SUA
grid.441533.4,SBU
grid.441535.2,SUNY Poly
grid.441541.1,UDL
grid.441542.2,AU
grid.441543.3,UCNH
grid.441546.6,SAGU
grid.441549.9,UCEM
grid.441551.0,UAdeO
grid.441552.3,UPSLP
grid.441555.4,IHECE
grid.441559.8,UMT
grid.441562.0,UMA
grid.441563.1,UC
grid.441563.1,CUC
grid.441565.7,WIU
grid.441567.5,UTAN
grid.441569.b,OKWU
grid.441573.0,UNAG
grid.441574.7,ITBA
grid.441582.e,AJU
grid.441586.a,IUPFA
grid.441593.e,UTM
grid.441595.8,EAN
grid.441596.b,UMHB
grid.441598.5,UNA
grid.441598.5,IUNA
grid.441599.4,SCU
grid.441600.7,CETYS
grid.441606.1,UAI
grid.441607.0,UADE
grid.441609.e,UK
grid.441612.4,UCAECE
grid.441616.0,UB
grid.441617.1,GWU
grid.441617.1,GW
grid.441619.f,UCES
grid.441620.5,UFLO
grid.441623.6,UDEMM
grid.441624.1,UP
grid.441626.3,UCEMA
grid.441627.2,CIW
grid.441628.d,FUC
grid.441630.4,UMSA
grid.441636.2,UCASAL
grid.441637.3,UNTREF
grid.441638.c,UNdeC
grid.441639.d,UCU
grid.441641.2,JIU
grid.441642.1,UBP
grid.441643.0,UCP
grid.441644.7,UNF
grid.441646.5,TTU
grid.441647.4,UCH
grid.441648.b,IUA
grid.441649.a,UP
grid.441651.3,UNIBE
grid.441656.4,UCALP
grid.441658.a,UNEC
grid.441659.b,UNLAR
grid.441660.1,UPAP
grid.441661.0,UNLA
grid.441662.3,UNIOESTE
grid.441663.2,UTIC
grid.441664.5,UNILAVRAS
grid.441665.4,UNE
grid.441666.7,UAP
grid.441668.9,UNI
grid.441669.8,UNP
grid.441670.0,UNLZ
grid.441671.1,UNAMBA
grid.441674.4,UNGS
grid.441675.5,UTEA
grid.441676.6,UNESC
grid.441677.7,UNAJMA
